ticker,year,quarter,call_date,sentence,status
GOOGL,2025,4,2026-02-04,Backlog grew by 55% quarter over quarter to $240 billion representing a wide breadth of customers driven by demand for AI products.,candidate
GOOGL,2025,4,2026-02-04,"Google Cloud's backlog increased 55% sequentially and more than doubled year over year, reaching $240 billion at the end of the fourth quarter.",candidate
GOOGL,2026,1,2026-04-29,"Revenue grew 63%, exceeding $20 billion for the first time and our backlog nearly doubled quarter-on-quarter to over $460 billion.",candidate
GOOGL,2026,1,2026-04-29,"And Google Cloud's backlog nearly doubled sequentially, reaching $462 billion at the end of the first quarter.",candidate
GOOGL,2026,1,2026-04-29,"So the backlog, the TPU hardware agreements that Sundar referenced in his prepared remarks, are reflected in our cloud backlog of the $462 billion.",candidate
AMZN,2023,1,2023-04-27,"In AWS, net sales were $21.4 billion in the first quarter, up 16% year-over-year and representing an annualized sales run rate of more than $85 billion.",candidate
AMZN,2023,2,2023-08-03,Amazon Business is one of our fastest-growing offerings with a $35 billion annual gross sales run rate.,candidate
AMZN,2023,2,2023-08-03,"Just if you think about the AWS business being an $88 billion revenue run rate business, to grow double digits on a business that size with the amount of cost optimizing that's been happening, to grow double digits, you have to be adding a lot of new customers and a lot of new workloads just to grow double digits.",candidate
AMZN,2023,2,2023-08-03,"Just on your Amazon Business question, Mark, $35 billion annual run rate for gross sales is pretty strong growth.",candidate
AMZN,2023,2,2023-08-03,"But to grow double digits on an $88 billion revenue run rate business, when you're seeing that amount of cost optimization as every company in the world is trying to save as much money as they can in the last year, to still grow double digits on a base that size means that we're acquiring a lot of new customers and a lot of new workloads.",candidate
AMZN,2023,3,2023-10-26,"AWS revenue grew 12% year-over-year in Q3, with $919 million of incremental quarter-over-quarter revenue and now has the annualized revenue run rate of $92 billion.",candidate
AMZN,2023,3,2023-10-26,And then we have a $92 billion revenue run rate business where 90% of the global IT spend still resides on premises.,candidate
AMZN,2023,3,2023-10-26,"And then in your ads business, you're approaching $50 billion run rate and it's compounding in the mid-20s.",candidate
AMZN,2023,4,2024-02-01,And we're now approaching an annualized revenue run rate of $100 billion.,candidate
AMZN,2023,4,2024-02-01,"And then on the Gen AI side, it's -- if you look at the Gen AI revenue we have, in absolute numbers, it's a pretty big number, but in the scheme of a $100 billion annual revenue run rate business, it's still relatively small, much smaller than what it will be in the future, where we really believe we're going to drive tens of billions of dollars of revenue over the next several years.",candidate
AMZN,2024,1,2024-04-30,"We're at $100 billion-plus annualized revenue run rate, yet 85% or more of the global IT spend remains on-premises.",candidate
AMZN,2024,1,2024-04-30,"Revenue was $25 billion, an increase of 17% year-over-year, and AWS is now a $100 billion annualized revenue run rate business.",candidate
AMZN,2024,1,2024-04-30,"And I think what people sometimes forget on the AWS side, it's a $100 billion revenue run rate business, that we're still 85-plus percent of the global IT spend is on premises.",candidate
AMZN,2024,2,2024-08-01,AWS now has an annualized revenue run rate of more than $105 billion.,candidate
AMZN,2024,2,2024-08-01,"Andy Jassy : On the AWS question, it's always hard to predict what the growth rates are going to be, and it's a relatively large business at $105 billion revenue run rate at this point.",candidate
AMZN,2024,2,2024-08-01,"I think that -- the one other thing I would say about that, too, Mark, is that -- the business today, as I mentioned, it's a $105 billion revenue run rate business, about 90% of the global IT spend is still on premises.",candidate
AMZN,2024,3,2024-10-31,AWS grew 19.1% year-over-year and now stands at a $110 billion annualized run rate.,candidate
AMZN,2024,3,2024-10-31,AWS now has an annualized revenue run rate of $110 billion.,candidate
AMZN,2024,4,2025-02-06,"That's a $69 billion annual revenue run rate, more than double what it was just four years ago at $29 billion.",candidate
AMZN,2024,4,2025-02-06,"Moving on to AWS, in Q4, AWS grew 19% year over year and now has a $115 billion annualized revenue run rate.",candidate
AMZN,2024,4,2025-02-06,AWS now has an annualized revenue run rate of $115 billion.,candidate
AMZN,2024,4,2025-02-06,"Capital investments were $26.3 billion in the fourth quarter, and we think that run rate will be reasonably representative of our 2025 capital investment rate.",candidate
AMZN,2025,1,2025-05-01,AWS grew 17% year-over-year in Q1 and now sits at a $117 billion annualized revenue run rate.,candidate
AMZN,2025,1,2025-05-01,"Before this generation of AI, we thought AWS had the chance to ultimately be a multi $100 billion revenue run rate business.",candidate
AMZN,2025,1,2025-05-01,AWS now has an annualized revenue run rate of more than $117 billion.,candidate
AMZN,2025,1,2025-05-01,"And so, when it's still think about 17% year-over-year growth on a $117 billion revenue run rate, it's still pretty significant growth.",candidate
AMZN,2025,1,2025-05-01,The backlog is $189 billion for Q1.,candidate
AMZN,2025,2,2025-07-31,"In Q2, AWS grew 17.5% year-over-year and now has over $123 billion annualized revenue run rate.",candidate
AMZN,2025,2,2025-07-31,AWS now has an annualized revenue run rate of more than $123 billion.,candidate
AMZN,2025,2,2025-07-31,"So we could be doing more revenue and helping customers more, and we're working very hard on changing that outcome and how much capacity we have, but it's still like if you look at the business, it's $123 billion annual revenue run rate business and it's still early.",candidate
AMZN,2025,2,2025-07-31,I mean how often do you have an opportunity that's $123 billion of annual revenue run rate where you say it's still early.,candidate
AMZN,2025,3,2025-10-30,"It's very different having 20% year-over-year growth on a $132 billion annualized run rate than to have a higher percentage growth rate on a meaningfully smaller annual revenue, which is the case with our competitors.",candidate
AMZN,2025,3,2025-10-30,"Backlog grew to $200 billion by Q3 quarter end and doesn't include several unannounced new deals in October, which together are more than our total deal volume for all of Q3.",candidate
AMZN,2025,3,2025-10-30,"Connect has recently crested $1 billion annualized revenue run rate with 12 billion minutes of customer interactions being handled by AI in the last year and is being used by large enterprises like Capital One, Toyota, American Airlines, and Ryanair.",candidate
AMZN,2025,3,2025-10-30,Rufus is on track to deliver over $10 billion in incremental annualized sales.,candidate
AMZN,2025,3,2025-10-30,AWS revenue increased $2.1 billion quarter-over-quarter and now has an annualized revenue run rate of $132 billion.,candidate
AMZN,2025,3,2025-10-30,"We are seeing -- we're really pleased with the results from this quarter, 20% year-over-year on an annualized run rate of $132 billion is unusual.",candidate
AMZN,2025,4,2026-02-05,AWS is now a $142 billion annualized run rate business.,candidate
AMZN,2025,4,2026-02-05,"And our chips business, inclusive of Graviton and Tranium, is now over $10 billion in annual revenue run rate growing triple-digit percentages year over year.",candidate
AMZN,2025,4,2026-02-05,"As a reminder, it's very different having 24% year-over-year growth on a $142 billion annualized run rate than to have a higher percentage growth on a meaningfully smaller base which is the case with our competitors.",candidate
AMZN,2025,4,2026-02-05,We added $2.6 billion in quarter over quarter revenue and AWS now has an annualized revenue run rate of $142 billion.,candidate
AMZN,2025,4,2026-02-05,"When you are growing 24% year over year with an annualized revenue run rate of $142 billion, you are growing a lot.",candidate
AMZN,2025,4,2026-02-05,"If you combine Traneum and Graviton, it's well over a $10 billion annualized run rate business it's still very early there so I'm very optimistic about what we're seeing, know, the Project Rainier has gone very well.",candidate
AMZN,2025,4,2026-02-05,"Which is on backlog, our backlog is $244 billion.",candidate
AMZN,2025,4,2026-02-05,"So really across the board and, you know, and I just think on the supply and demand, what I would tell you is you know, we're growing 24% year over year a $142 billion annualized run rate business.",candidate
AMZN,2025,4,2026-02-05,"Just for perspective, that's twice what we had in 2022 when we were in $80 billion annual run rate business.",candidate
AMZN,2026,1,2026-04-29,AWS is now a $150 billion annualized revenue run rate business.,candidate
AMZN,2026,1,2026-04-29,"To put our growth in perspective, 3 years after AWS launched, it had a $58 million revenue run rate.",candidate
AMZN,2026,1,2026-04-29,"In the first 3 years of this AI wave, AWS' AI revenue run rate is over $15 billion, nearly 260x larger.",candidate
AMZN,2026,1,2026-04-29,"We saw nearly 40% quarter-over-quarter growth in Q1, and our annual revenue run rate is now over $20 billion and growing triple-digit percentages year-over-year, but this somewhat masks the size.",candidate
AMZN,2026,1,2026-04-29,"If our chips business was a stand-alone business and sold chips produced this year to AWS and other third parties as other leading chip companies do, our annual revenue run rate would be $50 billion.",candidate
AMZN,2026,1,2026-04-29,And growing 28% on a $150 billion annual run rate basis is not simple to do.,candidate
AMZN,2026,1,2026-04-29,"On the backlog, the backlog for Q1 is $364 billion.",candidate
META,2023,1,2023-04-26,I shared last quarter that click to message ads reached a $10 billion revenue run rate.,candidate
META,2023,2,2023-07-26,"We're seeing good progress on Reels monetization as well with the annual revenue run-rate across our apps now exceeding $10 billion, up from $3 billion last fall.",candidate
META,2023,3,2023-10-25,"Our AI tools for advertisers are also driving results with Advantage+ shopping campaigns, reaching a $10 billion run rate and more than half of our advertisers using our Advantage+ creative tools to optimize images and text in their ads creative.",candidate
META,2023,4,2024-02-01,"Outside of business messaging, we're making strong progress with our shops' ads products, which crossed a $2 billion annual run rate in Q4.",candidate
META,2023,4,2024-02-01,"Shops ads, we talked about the $2 billion annual run rate in Q4 after we just opened availability to all U.S.",candidate
META,2024,4,2025-01-29,"Adoption of Advantage+ shopping campaigns continues to scale, with revenue surpassing a $20 billion annual run-rate and growing 70% year-over-year in Q4.",candidate
META,2025,3,2025-10-29,"And as video continues to grow across our apps, Reels now has an annual run rate of over $50 billion.",candidate
META,2025,3,2025-10-29,And now the annual run rate going through our completely end-to-end AI-powered ad tools has passed $60 billion.,candidate
META,2025,3,2025-10-29,"The annual run rate of revenue running through our end-to-end automated solutions has now reached $60 billion following the implementation of the new streamlined creation flow, as we continue to see more advertisers leverage the performance benefits of our solutions.",candidate
META,2025,3,2025-10-29,"And we heard a lot about end-to-end automation here, I think, reaching a $60 billion ARR.",candidate
META,2025,3,2025-10-29,I think Mark mentioned that the annual revenue run rate now for advertisers who are using these automated options is $60 billion.,candidate
META,2025,4,2026-01-28,"Paid messaging within WhatsApp continues to scale as well, crossing a $2 billion annual run rate in Q4.",candidate
META,2026,1,2026-04-29,"Adoption by businesses has been strong following performance improvements we've made over the past year with the annual revenue run rate of our value optimization suite now over $20 billion, more than doubling year-over-year.",candidate
META,2026,1,2026-04-29,This is contributing to rapid growth in our partnership's ads product with its revenue run rate more than doubling year-over-year in Q1 to $10 billion.,candidate
ORCL,2023,1,2022-09-12,"Our strategic back-office cloud applications now have annualized revenue of $5.8 billion and grew 33% in constant currency, including Fusion ERP, which was up 38%, NetSuite ERP up 30% and Fusion HCM up 26%.",candidate
ORCL,2023,1,2022-09-12,"Excluding legacy hosting services, infrastructure cloud services grew 70% with an annualized revenue of $3.2 billion, including OCI consumption revenue, which was up 103%; Cloud at Customer consumption revenue, which was up 92%; and Autonomous Database, which was up 56%.",candidate
ORCL,2023,1,2022-09-12,"The remaining performance obligation, or RPO balance, is $60.7 billion, up 62% in constant currency due to strong bookings as well as the addition of Cerner.",candidate
ORCL,2023,1,2022-09-12,We expect Oracle's total cloud business to exceed a $20 billion annual run rate next year.,candidate
ORCL,2023,2,2022-12-12,"Now, our strategic back-office SaaS applications now have an annualized revenue of $5.9 billion and grew 26% in constant currency, including Fusion ERP, up 28% and NetSuite ERP, up 29%.",candidate
ORCL,2023,2,2022-12-12,"Now excluding legacy hosting services, infrastructure cloud services revenue grew 69% with an annualized revenue of $3.8 billion, including OCI consumption revenue, which was up 88% and cloud and customer consumption revenue, up 83% and autonomous database up 50%.",candidate
ORCL,2023,2,2022-12-12,"When I talk about accelerating demand, that demand is reflected in the remaining performance obligation or RPO balance, which is now at $61.2 billion, up 68% in constant currency due to strong cloud bookings as well as to Cerner.",candidate
ORCL,2023,3,2023-03-09,"Our strategic back-office SaaS applications now have an annualized revenue of $6.2 billion and grew 25% in constant currency, including Fusion ERP, up against 28% and NetSuite ERP, up 26% this quarter.",candidate
ORCL,2023,3,2023-03-09,"And when you exclude our legacy hosting services, infrastructure cloud services revenue grew 65%, with an annualized revenue of $4.4 billion, including OCI consumption revenue, which was up 86%, cloud customer consumption revenue, up 73%, and autonomous database, up 50%.",candidate
ORCL,2023,3,2023-03-09,"The remaining performance obligation or RPO balance is $62.3 billion, up 66% in constant currency due to strong cloud bookings as well as Cerner, which Larry will discuss in a moment.",candidate
ORCL,2023,4,2023-06-12,"Our strategic back office SaaS applications now have an annualized revenue of $6.6 billion, and grew 24%, including Fusion ERP, up 28%, and NetSuite ERP, up 24%.",candidate
ORCL,2023,4,2023-06-12,"Infrastructure cloud services revenue grew 89%, with an annualized revenue of $5.2 billion, including OCI consumption revenue, which was up 112%.",candidate
ORCL,2023,4,2023-06-12,"The remaining performance obligation, or RPO balance, is $67.9 billion, up 47% in constant currency, due to strong cloud bookings as well as Cerner.",candidate
ORCL,2023,4,2023-06-12,"In the aggregate, our generative AI cloud customers have recently signed contracts to purchase more than $2 billion of capacity in Oracle's Gen2 Cloud.",candidate
ORCL,2024,1,2023-09-11,"In Q1, our remaining performance obligations or RPO, climbed to nearly $65 billion, with the portion excluding Cerner, up 11%.",candidate
ORCL,2024,1,2023-09-11,"Our strategic back-office SaaS applications now have annualized revenue of $6.9 billion, and they grew 20%.",candidate
ORCL,2024,1,2023-09-11,"Excluding legacy hosting services, Gen2 Infrastructure cloud services revenue grew 72% with an annualized revenue of $5.6 billion.",candidate
ORCL,2024,2,2023-12-11,Our strategic back office SaaS applications now have an annualized revenue of $7.1 billion and we're up 19%.,candidate
ORCL,2024,2,2023-12-11,"Excluding legacy hosting services, Gen 2 infrastructure cloud services revenue grew 55%, with an annualized revenue of $6 billion.",candidate
ORCL,2024,2,2023-12-11,"Our remaining performance obligation, or RPO, is now over $65 billion, with the portion excluding Cerner up 11% in constant currency.",candidate
ORCL,2024,2,2023-12-11,"Given the enormity of our pipeline and backlog, I expect CapEx will be somewhere around $8 billion this fiscal year, meaning our second half CapEx will be considerably higher as we bring online more capacity.",candidate
ORCL,2024,2,2023-12-11,"Oracle's total remaining performance obligations, or RPO, has now reached $65 billion, slightly more than our annual revenue.",candidate
ORCL,2024,3,2024-03-11,Our strategic back-office SaaS applications now have an annualized revenue of $7.4 billion and were up 18%.,candidate
ORCL,2024,3,2024-03-11,"Excluding Legacy Hosting Services, OCI Gen2 infrastructure cloud services revenue grew 52% with an annualized revenue of $6.7 billion.",candidate
ORCL,2024,3,2024-03-11,"And highlighted by cloud database services, which were up 34% and now has annualized revenue of $1.9 billion.",candidate
ORCL,2024,3,2024-03-11,Our remaining performance obligation or RPO is now over $8 billion with the portion excluding Cerner up 41% in constant currency.,candidate
ORCL,2024,3,2024-03-11,"That's the measure of demand, the $80 billion RPO is quite a - an acceleration of demand.",candidate
ORCL,2024,4,2024-06-11,"RPO was $98 billion, up $18 billion from Q3, and up 44% year-over-year from $68 billion last year.",candidate
ORCL,2024,4,2024-06-11,Our strategic back-office SaaS applications now have annualized revenue of $7.7 billion and were up 16%.,candidate
ORCL,2024,4,2024-06-11,"Excluding legacy hosting, OCI Gen2 infrastructure cloud services grew 44%, with an annualized revenue of $7.4 billion.",candidate
ORCL,2024,4,2024-06-11,"Database subscriptions, which includes database license support, were up 6% and highlighted by cloud database services, which were up 26% and now have an annualized revenue of $2 billion.",candidate
ORCL,2024,4,2024-06-11,"As I mentioned our remaining performance obligations, or RPO is now $98 billion, up 44% in constant currency and the portion excluding Cerner, if you're curious was up 60%.",candidate
ORCL,2024,4,2024-06-11,"In Q4, Oracle's company-wide RPO increased 44% to $98 billion.",candidate
ORCL,2024,4,2024-06-11,"In AI alone, we signed contracts with 30 different customers for $12.5 billion in new AI business.",candidate
ORCL,2024,4,2024-06-11,"These astonishing RPO numbers 44% and $98 billion were driven by massive increases in sales of Oracle Cloud Infrastructure, OCI.",candidate
ORCL,2025,1,2024-09-09,Our strategic back-office SaaS applications now have annualized revenues of $8.2 billion and were up 18%.,candidate
ORCL,2025,1,2024-09-09,"Our infrastructure cloud services now have an annualized revenue of $8.6 billion, OCI consumption revenue was up 56% and demand continued to outstrip supply.",candidate
ORCL,2025,1,2024-09-09,"Cloud database services, which were up 23% and now have annualized revenues of $2.1 billion.",candidate
ORCL,2025,1,2024-09-09,"Our remaining performance obligations or RPO is now $99 billion, up 52% in constant currency.",candidate
ORCL,2025,1,2024-09-09,"We spent $2.3 billion on CapEx this quarter, given the demand that you see in our RPO growth and the additional demand we have and see in our pipeline, I expect the fiscal year 2025 CapEx will be double what it was in fiscal 2024.",candidate
ORCL,2025,2,2024-12-09,"You can see all of this in the momentum in the acceleration of our cloud growth and the 50% growth of our $97 billion RPO number, remaining performance obligation.",candidate
ORCL,2025,2,2024-12-09,Our infrastructure cloud services now have an annualized revenue of $9.7 billion.,candidate
ORCL,2025,2,2024-12-09,"Cloud database services, which were up 28% and now have an annualized revenue of $2.2 billion.",candidate
ORCL,2025,2,2024-12-09,Our strategic back-office SaaS applications now have annualized revenue of $8.4 billion and were up 18%.,candidate
ORCL,2025,2,2024-12-09,"Our remaining performance obligation or RPO, is now at $97.3 billion, up 50% in constant currency and reflects the growing trend of customers wanting larger and longer contracts as they see firsthand how Oracle Cloud Services are benefiting their businesses.",candidate
ORCL,2025,2,2024-12-09,"As I mentioned and as you caught in my talking, 28%, it's now annualized revenue, just the cloud database services of $2.2 billion.",candidate
ORCL,2025,3,2025-03-10,"As you can see, this was our strongest booking quarter ever by a huge margin as we added $48 billion to our backlog.",candidate
ORCL,2025,3,2025-03-10,Our RPO balance is now $130 billion up from $97 billion last quarter and up from $80 billion last year.,candidate
ORCL,2025,3,2025-03-10,Our Instructure cloud services now have an annualized revenue of $10.6 billion.,candidate
ORCL,2025,3,2025-03-10,"Cloud database services, which were up 28%, now have annualized revenue of $2.3 billion, Autonomous Database consumption revenue was up 42% on top of the 32% growth reported last year.",candidate
ORCL,2025,3,2025-03-10,Our strategic back-office SaaS applications now have annualized revenue of $8.6 billion and were up 8%.,candidate
ORCL,2025,3,2025-03-10,"The short-term deferred revenue balance was $9 billion, up 3% and operating cash flow for Q3 was $5.9 billion, slightly more than our $5.9 billion in CapEx, as we front-loaded some purchases into the quarter, given the demand that you see in our RPO growth and the additional demand we see in our pipeline.",candidate
ORCL,2025,3,2025-03-10,"As I mentioned, remaining performance obligations or RPO is now $130 billion, up 63% in constant currency, and it reflects the growing trend of customers wanting larger and longer contracts, as they see firsthand how Oracle Cloud services are benefiting their businesses.",candidate
ORCL,2025,3,2025-03-10,We got to over $130 billion in RPO without any transactions from Stargate.,candidate
ORCL,2025,4,2025-06-11,"Our remaining performance obligations now stand at $138 billion, up $8 billion from last quarter and up 41% from last year.",candidate
ORCL,2025,4,2025-06-11,Our infrastructure cloud services now have an annualized revenue of nearly $12 billion.,candidate
ORCL,2025,4,2025-06-11,Cloud database services which were up 31% now have annualized revenue of $2.6 billion.,candidate
ORCL,2025,4,2025-06-11,Our strategic back office SaaS applications now have annualized revenues of $9.3 billion and they were up 20%.,candidate
ORCL,2025,4,2025-06-11,"As mentioned, remaining performance obligation at the end of Q4 is now $138 billion, up 41% in USD.",candidate
ORCL,2025,4,2025-06-11,I expect that FY 2026 CapEx will be higher at over $25 billion as we work to meet demand from our backlog.,candidate
ORCL,2025,4,2025-06-11,Between our $138 billion RPO and even larger pipeline we have a clear line of sight to future revenue growth.,candidate
ORCL,2026,1,2025-09-09,"At the end of Q1, remaining performance obligations or RPO now top $455 billion.",candidate
ORCL,2026,1,2025-09-09,"Cloud database services, which were up 32%, now have annualized revenues of nearly $2.8 billion.",candidate
ORCL,2026,1,2025-09-09,"Given our RPO growth, I now expect fiscal year 2026 CapEx will be around $35 billion.",candidate
ORCL,2026,1,2025-09-09,Much of this revenue is already booked in our $455 billion RPO number and we are off to a fantastic start this year.,candidate
ORCL,2026,1,2025-09-09,"Safra, the fact that you delivered over $300 billion of new RPO in Q1, just really amazing to see it's going to require a lot of infrastructure build-out.",candidate
ORCL,2026,2,2025-12-10,"Remaining Performance Obligations, or RPO, ended the quarter at $523.3 billion, up 433% from last year and up $68 billion since August.",candidate
ORCL,2026,2,2025-12-10,"However, given the added RPO this quarter, can be monetized quickly starting next year, we now expect fiscal 2026 CapEx will be about $15 billion higher than we forecasted after Q1.",candidate
ORCL,2026,2,2025-12-10,"As Doug said, this quarter, we contracted for an additional $68 billion of RPO.",candidate
ORCL,2026,2,2025-12-10,"Cloud applications revenue was up 11%, and that brings us to about a $6 billion annualized run rate.",candidate
ORCL,2026,3,2026-03-10,"In constant currency, cloud applications revenue was up 11% in the quarter, reaching an annualized run rate of $16.1 billion.",candidate
ORCL,2026,3,2026-03-10,This is directly visible in our $553 billion RPO.,candidate
ORCL,2026,4,2026-06-10,"And our remaining performance obligations, or RPO, finished at $638 billion, up 363%.",candidate
ORCL,2026,4,2026-06-10,"So on the on the applications business, we think double digit growth on a on an in-quarter-- you know, in quarter run rate of $4.1 billion is pretty good.",candidate
NVDA,2024,3,2023-11-21,Networking now exceeds a $10 billion annualized revenue run rate.,candidate
NVDA,2024,3,2023-11-21,"We are on track to exit the year at an annualized revenue run rate of $1 billion for our recurring software, support and services offerings.",candidate
NVDA,2024,3,2023-11-21,Our networking business is already on a $10 billion plus run rate and it's going to get much larger.,candidate
NVDA,2024,3,2023-11-21,NVIDIA networking now exceeds $10 billion annualized revenue run rate.,candidate
NVDA,2024,3,2023-11-21,NVIDIA software and services is on track to exit the year at an annualized run rate of $1 billion.,candidate
NVDA,2024,4,2024-02-21,Networking exceeded a $13 billion annualized revenue run rate.,candidate
